Date,Region,Product,Quantity Sold,Revenue,Profit Margin,Customer Age Group,Customer Gender
2023-10-13,West,Apparel,39,376.84,25.73,36-50,Female
2023-10-12,South,Furniture,34,56.84,5.82,26-35,Male
2023-10-09,North,Electronics,36,376.6,17.23,18-25,Female
2023-12-30,South,Electronics,17,404.46,6.91,26-35,Female
2023-10-29,North,Apparel,88,86.88,19.31,50+,Male
2023-08-29,East,Electronics,48,433.35,20.26,36-50,Male
2023-06-14,East,Groceries,69,155.43,7.21,18-25,Female
2023-12-28,West,Apparel,49,219.31,5.31,18-25,Female
2023-05-17,North,Electronics,14,400.91,29.03,36-50,Female
2023-05-17,East,Furniture,83,111.4,29.67,18-25,Female
2023-01-01,North,Apparel,59,22.26,20.21,26-35,Female
2023-05-27,South,Electronics,32,483.01,16.92,26-35,Male
2023-05-11,West,Furniture,30,275.77,22.31,18-25,Male
2023-04-02,East,Electronics,37,219.46,19.73,26-35,Female
2023-06-10,East,Apparel,29,282.92,7.78,26-35,Female
2023-04-03,East,Furniture,100,146.24,21.63,26-35,Male
2023-03-12,East,Furniture,95,476.57,27.42,26-35,Male
2023-03-14,South,Electronics,48,24.65,22.8,36-50,Female
2023-12-03,West,Apparel,10,404.68,12.34,26-35,Female
2023-08-10,East,Apparel,62,396.51,11.09,26-35,Female
2023-04-10,West,Furniture,34,194.98,27.59,26-35,Female
2023-06-16,North,Electronics,49,410.23,10.52,36-50,Male
2023-09-17,East,Furniture,52,266.75,14.99,36-50,Female
2023-09-10,North,Furniture,98,358.37,27.51,36-50,Male
2023-12-31,West,Electronics,38,482.63,14.13,50+,Female
2023-11-16,West,Apparel,5,239.42,16.38,50+,Female
2023-02-27,North,Apparel,67,430.51,16.07,18-25,Male
2023-05-30,East,Electronics,86,108.78,26.19,26-35,Female
2023-12-23,North,Electronics,18,150.03,26.9,50+,Female
2023-12-16,West,Groceries,95,11.61,13.75,50+,Male
2023-03-03,South,Groceries,22,465.43,5.73,50+,Female
2023-11-13,North,Furniture,35,55.51,13.17,26-35,Female
2023-03-04,North,Groceries,48,237.65,16.8,50+,Female
2023-01-27,South,Furniture,95,341.31,25.93,36-50,Female
2023-05-27,South,Apparel,50,373.66,16.52,50+,Male
2023-08-29,West,Furniture,41,196.84,23.33,26-35,Female
2023-08-26,East,Apparel,77,351.54,10.86,18-25,Female
2023-06-28,North,Electronics,81,374.77,23.46,18-25,Male
2023-09-04,East,Apparel,67,62.22,27.17,50+,Female
2023-03-30,South,Electronics,61,63.65,8.16,50+,Male
2023-09-29,South,Groceries,92,362.14,27.0,36-50,Male
2023-10-02,East,Electronics,46,214.7,27.14,36-50,Female
2023-09-28,East,Electronics,87,347.6,6.16,18-25,Male
2023-01-19,West,Groceries,65,499.09,18.53,50+,Female
2023-10-21,West,Electronics,89,358.78,8.6,18-25,Female
2023-08-27,East,Furniture,93,384.68,13.9,26-35,Female
2023-03-17,West,Groceries,24,183.52,7.25,18-25,Female
2023-07-13,North,Electronics,9,189.47,15.77,26-35,Male
2023-07-29,East,Furniture,95,432.51,23.15,18-25,Female
2023-08-23,North,Furniture,67,133.29,15.56,50+,Male
2023-01-17,East,Apparel,89,99.53,13.52,50+,Female
2023-08-25,East,Electronics,56,160.35,21.56,50+,Male
2023-06-02,North,Apparel,39,443.71,10.62,26-35,Male
2023-02-24,North,Apparel,7,287.09,29.23,50+,Female
2023-04-22,East,Electronics,50,255.4,28.06,26-35,Female
2023-08-27,West,Furniture,27,460.41,12.99,18-25,Male
2023-12-21,North,Furniture,79,268.93,7.58,18-25,Male
2023-02-06,East,Electronics,60,357.16,25.83,36-50,Male
2023-08-30,North,Furniture,71,476.85,25.74,50+,Male
2023-09-13,East,Furniture,100,112.66,24.64,18-25,Female
2023-11-27,South,Groceries,62,276.0,25.44,50+,Female
2023-12-28,West,Furniture,7,409.05,14.83,26-35,Female
2023-07-21,East,Furniture,95,144.38,17.16,50+,Male
2023-02-05,East,Apparel,31,93.6,23.93,36-50,Male
2023-03-26,North,Groceries,64,195.84,21.12,36-50,Male
2023-08-01,West,Furniture,79,354.18,25.08,18-25,Male
2023-11-16,South,Electronics,56,68.14,10.58,26-35,Male
2023-05-20,North,Groceries,35,76.71,22.98,26-35,Female
2023-12-09,South,Electronics,61,313.43,21.87,18-25,Male
2023-04-10,West,Apparel,88,334.22,14.17,50+,Male
2023-10-12,North,Groceries,17,428.12,9.11,26-35,Female
2023-03-24,West,Groceries,71,293.62,18.4,26-35,Female
2023-06-30,North,Groceries,79,411.74,26.43,50+,Female
2023-07-22,South,Electronics,50,227.14,7.35,36-50,Male
2023-11-22,West,Groceries,2,194.12,29.86,36-50,Male
2023-08-26,North,Apparel,73,400.5,21.31,36-50,Male
2023-09-12,West,Furniture,26,315.21,19.51,50+,Female
2023-05-01,West,Furniture,20,172.25,12.61,26-35,Male
2023-12-06,East,Groceries,72,41.7,12.03,26-35,Female
2023-07-01,East,Electronics,70,252.35,25.93,50+,Male
2023-12-17,East,Apparel,93,375.14,18.04,50+,Male
2023-09-02,South,Apparel,40,105.39,16.15,36-50,Female
2023-07-02,South,Groceries,89,214.72,18.43,50+,Male
2023-10-25,North,Electronics,98,393.15,18.71,26-35,Female
2023-12-19,North,Furniture,5,141.86,15.77,36-50,Female
2023-02-24,North,Apparel,14,297.85,21.24,26-35,Male
2023-01-04,South,Furniture,89,50.88,20.33,26-35,Male
2023-08-31,West,Groceries,28,190.52,20.6,50+,Female
2023-11-21,East,Electronics,80,215.63,10.86,18-25,Male
2023-03-07,South,Apparel,1,10.66,29.03,26-35,Female
2023-01-29,North,Apparel,91,55.22,29.85,18-25,Male
2023-12-22,West,Apparel,55,150.7,18.25,18-25,Female
2023-06-10,South,Groceries,4,360.82,25.99,26-35,Male
2023-04-02,West,Electronics,28,207.28,10.87,36-50,Male
2023-05-22,West,Groceries,70,280.05,7.31,26-35,Male
2023-06-25,West,Furniture,57,31.64,17.53,50+,Male
2023-08-31,North,Furniture,75,324.46,5.75,50+,Female
2023-05-03,East,Groceries,63,494.1,15.18,18-25,Male
2023-05-12,North,Electronics,40,479.15,21.14,18-25,Female
2023-06-08,East,Electronics,80,303.14,23.25,18-25,Female
2023-01-28,East,Furniture,47,142.51,27.21,50+,Female
2023-01-26,West,Apparel,4,73.24,10.81,18-25,Female
2023-01-13,West,Furniture,6,358.62,26.91,18-25,Male
2023-11-18,North,Apparel,4,200.89,23.4,36-50,Male
2023-11-22,East,Furniture,57,283.59,17.95,50+,Female
2023-01-09,West,Electronics,78,191.85,16.68,18-25,Female
2023-10-28,South,Apparel,43,70.18,8.77,36-50,Female
2023-01-12,East,Electronics,97,443.94,17.38,50+,Female
2023-09-01,South,Furniture,48,61.4,8.41,18-25,Male
2023-12-15,North,Groceries,30,26.32,24.34,26-35,Male
2023-02-05,South,Furniture,27,218.08,18.29,26-35,Male
2023-04-14,East,Groceries,56,179.66,23.48,18-25,Female
2023-06-06,North,Apparel,90,179.19,22.16,26-35,Male
2023-06-06,East,Furniture,26,268.22,5.22,36-50,Female
2023-03-24,South,Apparel,88,401.44,14.06,18-25,Female
2023-08-09,North,Apparel,100,282.6,12.45,50+,Male
2023-10-25,West,Electronics,4,14.48,11.12,36-50,Male
2023-12-17,East,Groceries,2,465.41,22.77,50+,Female
2023-06-02,West,Apparel,99,400.85,13.87,26-35,Female
2023-08-19,West,Groceries,60,233.18,5.17,18-25,Male
2023-03-30,East,Groceries,74,219.9,5.4,18-25,Male
2023-07-23,North,Electronics,95,13.14,6.73,36-50,Male
2023-06-04,South,Furniture,46,180.48,17.43,18-25,Female
2023-11-05,East,Apparel,24,14.97,18.77,18-25,Female
2023-10-31,East,Apparel,29,353.07,29.16,36-50,Male
2023-11-03,West,Groceries,60,125.06,24.03,18-25,Female
2023-02-07,South,Electronics,36,114.57,24.51,26-35,Male
2023-06-04,West,Apparel,1,432.79,9.48,50+,Male
2023-05-19,West,Furniture,46,238.34,7.17,18-25,Male
2023-12-21,South,Groceries,36,33.61,7.11,36-50,Female
2023-04-06,South,Electronics,96,394.48,10.77,18-25,Male
2023-01-04,West,Furniture,92,143.24,26.17,50+,Male
2023-09-10,West,Groceries,82,373.99,29.96,26-35,Male
2023-09-26,East,Furniture,94,71.91,8.09,26-35,Male
2023-12-19,East,Apparel,44,221.4,25.64,26-35,Female
2023-05-31,West,Groceries,100,158.71,20.83,26-35,Male
2023-09-16,North,Electronics,82,113.63,9.43,50+,Male
2023-07-24,West,Electronics,34,474.06,10.75,50+,Male
2023-03-27,West,Apparel,11,62.38,29.62,36-50,Female
2023-11-25,East,Electronics,32,462.98,14.75,18-25,Male
2023-04-24,South,Furniture,7,465.24,20.98,18-25,Male
2023-01-22,West,Furniture,81,192.12,22.3,50+,Female
2023-10-12,East,Apparel,32,408.31,24.11,36-50,Female
2023-08-29,South,Electronics,58,205.71,21.47,26-35,Male
2023-02-25,East,Furniture,55,403.25,12.04,36-50,Female
2023-10-04,North,Electronics,71,180.39,8.52,26-35,Female
2023-06-08,North,Groceries,50,432.66,19.19,50+,Male
2023-12-13,South,Apparel,41,144.29,11.9,18-25,Male
2023-09-29,South,Groceries,56,467.07,13.08,26-35,Female
2023-05-21,East,Groceries,17,20.06,20.51,26-35,Male
2023-07-28,West,Furniture,85,120.55,22.76,26-35,Female
2023-07-29,North,Electronics,58,496.01,9.74,18-25,Male
2023-01-06,East,Groceries,50,156.25,11.75,18-25,Male
2023-03-17,North,Apparel,26,452.65,23.31,36-50,Male
2023-08-04,South,Furniture,37,153.12,7.54,50+,Male
2023-09-03,West,Electronics,50,148.07,27.81,50+,Female
2023-08-23,East,Electronics,71,66.66,18.56,26-35,Female
2023-04-13,South,Electronics,39,154.42,5.82,50+,Female
2023-12-19,South,Groceries,68,357.2,5.91,50+,Male
2023-01-30,West,Electronics,28,210.85,22.08,50+,Female
2023-11-03,East,Apparel,93,227.63,8.65,18-25,Female
2023-09-06,South,Furniture,89,181.35,28.27,36-50,Male
2023-10-28,East,Groceries,81,299.19,18.48,50+,Male
2023-09-15,South,Apparel,73,304.14,27.98,50+,Male
2023-08-13,East,Electronics,53,439.37,19.07,50+,Male
2023-04-11,South,Apparel,77,44.06,28.05,36-50,Female
2023-06-19,East,Groceries,62,129.43,26.63,50+,Female
2023-01-30,South,Groceries,53,493.13,23.83,36-50,Female
2023-09-13,South,Groceries,17,137.98,11.69,26-35,Male
2023-02-27,South,Electronics,39,402.2,29.98,18-25,Male
2023-04-17,West,Apparel,16,45.02,15.06,36-50,Male
2023-07-10,East,Furniture,23,260.41,21.21,26-35,Male
2023-01-29,West,Electronics,3,34.2,8.48,26-35,Male
2023-08-31,North,Apparel,13,46.95,12.26,36-50,Male
2023-05-12,South,Furniture,44,10.77,5.75,50+,Female
2023-03-11,North,Groceries,44,392.59,27.6,50+,Male
2023-07-22,West,Groceries,4,423.36,25.65,50+,Male
2023-01-29,North,Furniture,93,443.14,12.64,36-50,Female
2023-11-10,South,Electronics,82,51.5,6.11,18-25,Male
2023-07-26,South,Electronics,32,159.01,9.19,36-50,Female
2023-04-21,East,Apparel,71,420.47,15.49,36-50,Male
2023-03-16,East,Apparel,87,80.66,27.42,18-25,Male
2023-09-13,North,Furniture,55,261.51,9.62,50+,Female
2023-07-01,East,Groceries,100,201.21,29.17,50+,Male
2023-12-16,South,Furniture,55,15.76,8.61,18-25,Male
2023-03-14,South,Apparel,81,41.7,20.42,36-50,Male
2023-11-11,South,Furniture,70,112.85,19.36,18-25,Male
2023-11-10,North,Electronics,17,69.35,17.12,50+,Female
2023-11-23,North,Apparel,61,131.79,21.36,36-50,Male
2023-03-01,East,Electronics,16,12.41,29.51,18-25,Male
2023-12-24,East,Apparel,6,127.96,26.34,18-25,Male
2023-01-01,West,Electronics,62,225.95,23.16,36-50,Male
2023-12-25,West,Furniture,4,396.41,27.27,18-25,Female
2023-07-04,West,Electronics,5,420.1,13.7,50+,Male
2023-12-08,East,Apparel,68,46.07,13.94,18-25,Female
2023-03-21,South,Groceries,53,212.02,23.82,18-25,Female
2023-03-29,West,Apparel,83,122.66,12.41,26-35,Female
2023-05-10,South,Groceries,21,399.79,27.96,26-35,Female
2023-01-21,East,Apparel,94,485.07,5.94,26-35,Female
2023-03-19,North,Electronics,3,261.32,12.54,36-50,Male
2023-07-03,West,Furniture,86,381.48,6.19,36-50,Male
2023-06-07,South,Electronics,19,37.22,7.46,18-25,Female
2023-03-01,South,Apparel,8,437.29,6.72,50+,Male
2023-05-17,South,Electronics,64,37.52,22.64,18-25,Male
2023-06-28,North,Electronics,95,155.02,6.52,50+,Female
2023-12-13,East,Groceries,48,458.27,26.26,36-50,Male
2023-12-30,South,Furniture,24,298.12,10.82,18-25,Female
2023-07-31,South,Furniture,2,471.58,24.54,26-35,Female
2023-08-21,West,Furniture,64,92.0,24.89,50+,Female
2023-06-25,North,Furniture,89,41.49,16.4,26-35,Female
2023-01-18,North,Electronics,72,37.16,10.87,26-35,Male
2023-04-23,West,Apparel,33,254.56,10.67,18-25,Male
2023-03-09,South,Apparel,100,284.22,16.85,26-35,Female
2023-08-06,West,Furniture,62,162.03,25.07,26-35,Female
2023-02-10,East,Groceries,65,101.04,28.67,26-35,Male
2023-07-12,West,Electronics,51,81.59,28.83,26-35,Female
2023-06-26,South,Apparel,76,357.23,27.55,18-25,Female
2023-09-10,East,Furniture,84,460.65,19.8,18-25,Male
2023-08-06,South,Groceries,87,168.13,18.44,18-25,Female
2023-02-06,North,Electronics,20,343.86,19.04,50+,Male
2023-09-26,North,Groceries,5,479.01,27.75,50+,Female
2023-09-25,South,Electronics,99,442.12,24.71,18-25,Male
2023-05-16,South,Electronics,22,234.74,25.94,36-50,Male
2023-02-21,North,Groceries,56,433.25,5.53,50+,Male
2023-07-08,East,Groceries,71,207.75,28.34,36-50,Female
2023-09-27,South,Electronics,73,373.58,24.81,26-35,Female
2023-11-24,West,Groceries,31,145.78,29.9,26-35,Male
2023-11-18,South,Electronics,87,281.2,11.22,36-50,Male
2023-04-01,East,Groceries,56,103.98,5.65,26-35,Female
2023-05-17,East,Groceries,4,345.89,6.37,36-50,Female
2023-10-03,East,Furniture,41,238.83,18.88,50+,Female
2023-10-19,South,Electronics,11,445.59,20.15,36-50,Female
2023-01-24,South,Groceries,26,140.95,29.14,50+,Male
2023-01-25,South,Furniture,100,76.42,21.91,26-35,Female
2023-05-25,South,Groceries,20,464.47,5.56,36-50,Male
2023-03-08,West,Furniture,84,186.53,19.43,50+,Female
2023-02-24,East,Groceries,47,185.67,9.49,36-50,Female
2023-11-09,West,Electronics,35,301.35,25.59,18-25,Male
2023-07-05,East,Electronics,92,195.24,10.28,36-50,Female
2023-04-25,North,Furniture,14,228.71,17.73,50+,Male
2023-11-25,South,Electronics,21,321.25,13.64,18-25,Male
2023-11-11,West,Apparel,31,224.15,25.86,26-35,Male
2023-11-13,East,Electronics,16,124.98,8.71,18-25,Female
2023-09-08,East,Apparel,76,30.53,20.33,50+,Female
2023-12-15,East,Electronics,27,329.49,24.19,26-35,Female
2023-11-09,West,Electronics,87,167.12,27.66,18-25,Female
2023-01-24,East,Furniture,10,427.82,7.75,26-35,Female
2023-10-01,East,Groceries,52,334.67,14.36,50+,Male
2023-05-18,North,Electronics,64,327.5,24.17,18-25,Female
2023-04-26,North,Furniture,74,298.9,23.29,26-35,Female
2023-05-09,North,Electronics,86,286.28,28.4,18-25,Female
2023-12-02,West,Groceries,67,127.88,23.69,36-50,Female
2023-03-05,North,Apparel,78,258.67,17.62,50+,Female
2023-12-15,East,Furniture,43,461.45,23.8,26-35,Male
2023-01-25,West,Electronics,6,389.7,6.4,50+,Female
2023-04-13,North,Furniture,33,137.08,23.26,50+,Female
2023-12-28,North,Furniture,58,33.04,22.96,36-50,Female
2023-01-03,West,Furniture,31,107.31,9.27,50+,Male
2023-10-08,West,Groceries,61,78.73,24.94,50+,Male
2023-10-11,East,Electronics,73,346.39,24.8,36-50,Male
2023-06-02,West,Groceries,50,389.23,16.56,50+,Female
2023-12-06,South,Apparel,10,40.65,28.89,36-50,Female
2023-01-28,South,Apparel,37,293.58,25.79,50+,Male
2023-04-12,South,Groceries,62,368.04,28.21,26-35,Female
2023-12-17,South,Furniture,35,366.85,10.58,18-25,Male
2023-05-17,West,Apparel,45,126.43,22.99,18-25,Male
2023-10-11,North,Groceries,88,64.18,11.21,36-50,Male
2023-01-02,South,Groceries,54,27.91,15.22,26-35,Male
2023-04-08,East,Electronics,88,199.92,23.88,50+,Female
2023-08-07,East,Electronics,70,135.05,5.25,50+,Female
2023-12-02,East,Apparel,97,158.53,21.28,50+,Male
2023-02-01,West,Electronics,28,463.15,25.99,50+,Female
2023-12-12,East,Groceries,79,208.14,26.08,36-50,Male
2023-08-27,North,Apparel,65,261.17,13.27,50+,Female
2023-12-09,North,Apparel,28,91.15,19.32,36-50,Female
2023-04-09,West,Furniture,21,177.73,11.29,26-35,Female
2023-11-23,North,Electronics,74,416.42,14.58,18-25,Male
2023-12-24,South,Apparel,56,414.77,14.92,50+,Female
2023-09-19,South,Apparel,5,182.09,9.19,26-35,Male
2023-09-29,South,Furniture,35,325.23,23.36,18-25,Female
2023-07-22,South,Apparel,3,136.97,13.17,26-35,Female
2023-06-30,East,Groceries,70,328.25,27.33,36-50,Female
2023-07-09,West,Furniture,29,452.81,28.33,36-50,Male
2023-09-10,North,Electronics,80,11.97,9.2,26-35,Female
2023-06-01,South,Furniture,99,249.64,22.13,18-25,Female
2023-01-11,East,Apparel,65,160.36,25.05,50+,Female
2023-04-28,South,Electronics,58,22.84,16.5,18-25,Male
2023-05-06,West,Electronics,35,281.21,20.84,18-25,Female
2023-06-07,West,Electronics,5,58.52,23.95,18-25,Female
2023-07-18,West,Electronics,80,108.76,9.54,26-35,Male
2023-12-01,South,Electronics,15,130.25,24.83,50+,Female
2023-01-28,West,Electronics,87,114.15,11.88,50+,Male
2023-08-22,West,Groceries,89,212.53,18.26,26-35,Male
2023-08-09,South,Furniture,64,465.96,21.73,26-35,Male
2023-12-26,South,Electronics,2,313.02,29.32,26-35,Male
2023-11-26,West,Groceries,44,60.6,28.06,26-35,Male
2023-01-31,West,Furniture,9,352.79,26.63,18-25,Male
2023-05-04,West,Furniture,93,62.96,15.52,36-50,Male
2023-10-14,East,Electronics,83,128.58,27.58,26-35,Male
2023-12-02,West,Electronics,55,216.57,19.41,26-35,Male
2023-12-20,North,Electronics,96,101.06,19.48,50+,Female
2023-08-02,North,Groceries,29,417.37,18.98,18-25,Male
2023-09-08,East,Apparel,71,324.85,9.16,26-35,Female
2023-02-10,South,Apparel,85,43.48,27.5,36-50,Female
2023-05-21,North,Electronics,56,79.22,21.74,50+,Female
2023-08-24,East,Groceries,17,25.63,14.04,26-35,Female
2023-04-19,West,Groceries,74,79.27,29.76,36-50,Female
2023-05-01,East,Groceries,94,412.99,18.9,50+,Male
2023-06-30,West,Electronics,6,375.85,22.94,18-25,Male
2023-06-23,North,Apparel,34,452.72,28.62,18-25,Female
2023-11-17,East,Groceries,23,207.5,12.33,50+,Female
2023-04-12,East,Electronics,92,352.15,29.14,50+,Male
2023-06-11,North,Furniture,8,223.04,26.12,36-50,Female
2023-10-05,West,Groceries,45,59.42,17.15,18-25,Female
2023-09-27,East,Electronics,98,493.3,8.06,50+,Male
2023-05-20,East,Apparel,36,380.25,20.81,26-35,Male
2023-03-31,West,Apparel,75,376.21,5.58,26-35,Female
2023-12-29,East,Apparel,8,130.82,20.74,18-25,Male
2023-01-23,South,Furniture,85,410.02,10.14,50+,Male
2023-07-10,South,Furniture,37,212.34,19.91,50+,Female
2023-02-04,West,Electronics,17,370.22,28.1,50+,Male
2023-04-05,West,Electronics,100,370.0,19.94,36-50,Male
2023-07-23,South,Groceries,60,119.22,6.97,26-35,Female
2023-08-11,South,Groceries,40,182.74,9.95,50+,Female
2023-02-08,West,Furniture,92,310.8,21.92,18-25,Female
2023-12-10,North,Apparel,10,382.96,14.11,36-50,Female
2023-11-25,South,Furniture,38,276.82,11.8,18-25,Female
2023-08-14,East,Electronics,10,419.26,10.56,50+,Male
2023-11-05,South,Furniture,38,211.49,8.15,26-35,Female
2023-02-07,West,Apparel,84,95.42,11.37,50+,Female
2023-10-11,East,Furniture,76,11.02,19.47,26-35,Male
2023-01-13,West,Furniture,37,269.25,9.18,26-35,Male
2023-06-26,East,Electronics,98,376.59,12.86,50+,Female
2023-06-03,North,Electronics,1,405.09,18.01,36-50,Female
2023-06-14,South,Apparel,97,265.24,25.45,18-25,Female
2023-11-02,West,Furniture,92,121.25,10.88,36-50,Female
2023-03-20,West,Furniture,17,179.3,15.46,36-50,Male
2023-07-18,North,Electronics,41,54.61,26.64,50+,Male
2023-04-26,North,Groceries,86,402.49,28.26,36-50,Female
2023-10-09,West,Furniture,17,92.39,25.07,18-25,Male
2023-09-27,North,Furniture,82,166.48,16.49,18-25,Female
2023-04-04,South,Apparel,2,132.92,12.52,50+,Male
2023-07-27,North,Groceries,30,323.65,19.08,18-25,Female
2023-07-24,South,Furniture,6,246.04,26.22,50+,Male
2023-05-16,West,Apparel,87,119.93,20.9,18-25,Female
2023-12-08,West,Groceries,37,166.01,29.48,50+,Male
2023-11-27,West,Groceries,77,251.4,23.28,26-35,Female
2023-09-25,West,Electronics,13,285.77,24.28,26-35,Female
2023-09-22,East,Furniture,21,434.84,12.7,36-50,Male
2023-11-03,East,Electronics,87,486.19,25.04,18-25,Female
2023-09-12,North,Furniture,50,127.52,8.42,50+,Male
2023-11-23,South,Furniture,58,391.21,5.16,36-50,Female
2023-11-08,East,Furniture,48,382.05,13.97,50+,Female
2023-04-17,North,Groceries,89,444.2,24.42,18-25,Female
2023-02-23,East,Apparel,65,166.18,27.17,50+,Female
2023-09-25,West,Groceries,25,416.05,28.8,50+,Female
2023-01-14,South,Electronics,13,289.15,12.58,18-25,Female
2023-07-19,East,Groceries,76,53.45,28.27,26-35,Male
2023-12-26,South,Furniture,98,357.47,10.05,26-35,Female
2023-11-03,West,Furniture,49,266.26,14.68,18-25,Female
2023-04-10,South,Furniture,76,476.42,9.77,50+,Female
2023-08-05,North,Groceries,57,424.08,13.07,26-35,Male
2023-12-08,West,Electronics,49,271.84,9.33,50+,Male
2023-01-20,South,Electronics,33,128.45,20.03,50+,Female
2023-10-09,South,Electronics,80,283.32,7.11,26-35,Female
2023-12-31,West,Groceries,88,196.55,5.41,50+,Female
2023-06-28,East,Apparel,43,32.41,20.39,36-50,Male
2023-06-11,South,Apparel,28,23.18,26.38,36-50,Male
2023-07-03,West,Furniture,99,51.89,6.65,36-50,Male
2023-08-22,South,Groceries,93,232.65,26.5,50+,Female
2023-12-02,South,Groceries,11,273.87,6.73,26-35,Male
2023-09-05,South,Apparel,94,344.71,19.1,26-35,Female
2023-02-27,South,Electronics,55,237.22,11.92,26-35,Male
2023-12-03,South,Apparel,20,472.27,25.16,26-35,Female
2023-06-14,South,Electronics,27,492.9,12.62,26-35,Male
2023-11-12,West,Apparel,66,117.26,6.61,50+,Male
2023-07-03,South,Apparel,61,225.21,22.67,18-25,Female
2023-08-02,North,Groceries,11,172.5,25.64,26-35,Female
2023-11-24,West,Furniture,15,455.14,16.02,36-50,Male
2023-05-31,South,Furniture,60,166.27,14.69,18-25,Female
2023-12-09,East,Electronics,94,409.87,5.54,26-35,Female
2023-04-12,South,Electronics,91,437.54,24.98,50+,Male
2023-06-15,North,Apparel,94,347.17,10.19,26-35,Female
2023-09-12,South,Groceries,73,86.29,11.54,36-50,Female
2023-06-19,West,Apparel,38,283.57,11.51,36-50,Female
2023-08-29,West,Furniture,36,284.45,20.08,36-50,Female
2023-08-09,North,Apparel,52,181.13,13.94,36-50,Male
2023-05-17,South,Electronics,46,486.22,6.86,36-50,Female
2023-12-18,East,Electronics,78,334.93,24.86,18-25,Female
2023-10-18,West,Electronics,53,308.76,24.71,18-25,Male
2023-06-01,East,Apparel,21,221.6,20.62,36-50,Male
2023-09-03,West,Furniture,64,62.27,18.02,18-25,Female
2023-01-18,East,Electronics,68,86.31,12.54,26-35,Female
2023-10-25,West,Groceries,11,56.31,21.48,18-25,Male
2023-01-24,North,Electronics,7,221.61,17.89,36-50,Male
2023-08-15,East,Apparel,72,307.48,29.71,18-25,Female
2023-05-16,East,Apparel,15,71.52,23.04,18-25,Female
2023-01-18,North,Groceries,89,75.96,17.24,50+,Male
2023-09-23,West,Apparel,52,239.26,14.48,50+,Female
2023-06-04,North,Furniture,51,106.59,26.41,18-25,Male
2023-11-28,South,Groceries,81,16.06,9.13,36-50,Female
2023-10-06,East,Apparel,19,385.51,20.51,36-50,Male
2023-10-19,West,Furniture,64,345.18,16.24,50+,Female
2023-05-13,East,Apparel,77,446.75,13.28,26-35,Female
2023-02-19,North,Groceries,11,246.07,18.98,50+,Male
2023-02-11,East,Furniture,6,455.78,17.96,26-35,Male
2023-01-08,North,Apparel,92,424.35,14.56,26-35,Male
2023-08-15,North,Electronics,63,281.59,6.03,18-25,Female
2023-05-04,West,Furniture,68,68.32,7.94,18-25,Female
2023-08-21,North,Electronics,56,461.05,17.89,18-25,Female
2023-03-08,East,Apparel,31,254.69,29.04,50+,Female
2023-02-07,West,Furniture,49,495.66,9.66,50+,Female
2023-08-19,North,Furniture,22,395.99,12.94,26-35,Male
2023-05-21,North,Groceries,76,403.69,28.37,50+,Female
2023-09-28,West,Electronics,80,388.0,10.78,26-35,Male
2023-06-04,West,Apparel,50,157.14,10.14,18-25,Female
2023-02-24,North,Electronics,17,256.95,17.94,50+,Male
2023-09-12,East,Groceries,93,216.09,15.37,26-35,Female
2023-02-01,North,Groceries,38,188.33,8.24,18-25,Male
2023-07-16,South,Apparel,82,252.57,20.2,36-50,Male
2023-08-10,South,Groceries,45,51.7,22.36,26-35,Female
2023-03-28,South,Electronics,67,70.32,21.16,18-25,Male
2023-02-12,East,Electronics,45,344.99,13.35,26-35,Female
2023-10-18,East,Furniture,82,254.27,6.51,18-25,Female
2023-08-13,East,Electronics,85,412.84,17.46,50+,Female
2023-02-15,East,Apparel,93,271.37,6.63,18-25,Female
2023-09-09,North,Groceries,23,286.2,6.27,26-35,Female
2023-09-04,West,Groceries,46,174.56,21.12,36-50,Male
2023-11-04,East,Groceries,49,313.27,8.9,18-25,Female
2023-03-26,South,Electronics,31,283.12,18.31,26-35,Female
2023-12-19,North,Electronics,36,163.26,19.66,26-35,Male
2023-06-28,West,Groceries,35,109.02,28.81,18-25,Male
2023-09-21,East,Apparel,32,292.81,22.87,18-25,Male
2023-04-02,South,Furniture,89,13.51,26.82,36-50,Female
2023-03-08,East,Furniture,74,272.51,20.29,36-50,Male
2023-02-21,West,Apparel,1,14.02,8.45,36-50,Male
2023-08-24,North,Apparel,1,14.27,10.47,26-35,Female
2023-01-09,South,Furniture,23,258.96,10.82,50+,Female
2023-01-29,North,Electronics,77,282.83,11.0,50+,Male
2023-03-18,North,Apparel,54,264.06,22.52,36-50,Male
2023-01-19,West,Electronics,57,49.88,17.79,26-35,Female
2023-11-08,East,Furniture,37,119.76,24.81,18-25,Female
2023-10-16,North,Furniture,47,428.75,5.47,50+,Male
2023-07-28,South,Furniture,82,456.07,9.03,50+,Female
2023-08-05,South,Furniture,13,255.66,5.64,26-35,Male
2023-09-18,East,Furniture,89,490.42,23.56,26-35,Female
2023-02-12,East,Apparel,70,81.93,29.91,50+,Female
2023-03-31,West,Furniture,57,496.65,11.93,26-35,Male
2023-06-04,South,Apparel,30,461.67,20.79,26-35,Female
2023-11-09,South,Furniture,21,464.45,22.07,26-35,Female
2023-08-10,East,Furniture,52,207.07,6.78,26-35,Female
2023-10-28,West,Electronics,10,490.8,22.73,26-35,Male
2023-06-25,East,Furniture,69,105.0,15.24,26-35,Female
2023-07-16,West,Furniture,29,459.67,26.64,36-50,Female
